order_i,orig_i,y_dirty,pcc,pcc_smooth,delta,pred_anom
0,0,0,0.8133405,0.81977093,0.7745592,0
1,1,0,0.82220024,0.82098556,0.7745592,0
2,2,0,0.7876539,0.81977093,0.7745592,0
3,3,0,0.84293944,0.81924176,0.7745592,0
4,4,0,0.8699403,0.81977093,0.7745592,0
5,5,0,0.65464795,0.82041204,0.7745592,0
6,6,0,0.86022913,0.82105315,0.7745592,0
7,8,0,0.83535975,0.82070136,0.7745592,0
8,9,0,0.7637461,0.8203495,0.7745592,0
9,10,0,0.8058766,0.82070136,0.7745592,0
10,11,0,0.77679425,0.8203495,0.7745592,0
11,12,0,0.83446544,0.82006025,0.7745592,0
12,14,0,0.81401515,0.8203495,0.7745592,0
13,15,0,0.8425687,0.82070136,0.7745592,0
14,16,0,0.81977093,0.8203495,0.7745592,0
15,17,0,0.8245897,0.82070136,0.7745592,0
16,18,0,0.8644607,0.82105315,0.7745592,0
17,19,0,0.8187126,0.82162666,0.7745592,0
18,20,0,0.827679,0.82220024,0.7745592,0
19,22,0,0.84932923,0.8229339,0.7745592,0
20,24,0,0.72334194,0.82366765,0.7745592,0
21,25,0,0.824628,0.8241287,0.7745592,0
22,26,0,0.76209795,0.8245897,0.7745592,0
23,28,0,0.8123839,0.8241287,0.7745592,0
24,29,0,0.629972,0.8245897,0.7745592,0
25,30,0,0.8285159,0.8241287,0.7745592,0
26,31,0,0.7977071,0.8245897,0.7745592,0
27,32,0,0.8439884,0.8241287,0.7745592,0
28,33,0,0.79343206,0.8245897,0.7745592,0
29,34,0,0.8347318,0.8241287,0.7745592,0
30,35,0,0.6622442,0.82366765,0.7745592,0
31,36,0,0.6694296,0.8241287,0.7745592,0
32,38,0,0.81829464,0.8245897,0.7745592,0
33,39,0,0.8303273,0.82460886,0.7745592,0
34,40,0,0.8381711,0.8245897,0.7745592,0
35,41,0,0.65658593,0.82460886,0.7745592,0
36,43,0,0.75337386,0.824628,0.7745592,0
37,44,0,0.86465555,0.8247899,0.7745592,0
38,46,0,0.8662819,0.8249518,0.7745592,0
39,47,0,0.8485034,0.82591355,0.7745592,0
40,48,0,0.8367887,0.8268752,0.7745592,0
41,49,0,0.7772049,0.82719004,0.7745592,0
42,50,0,0.85553676,0.8268752,0.7745592,0
43,51,0,0.78582865,0.82591355,0.7745592,0
44,52,0,0.80856276,0.8268752,0.7745592,0
45,53,0,0.7039439,0.82719004,0.7745592,0
46,54,0,0.8510425,0.8268752,0.7745592,0
47,55,0,0.79485744,0.82591355,0.7745592,0
48,56,0,0.74109405,0.8268752,0.7745592,0
49,57,0,0.86183274,0.82719004,0.7745592,0
50,58,0,0.83530116,0.8275048,0.7745592,0
51,59,0,0.86488056,0.827679,0.7745592,0
52,60,0,0.79127455,0.827679,0.7745592,0
53,61,0,0.7756215,0.8285159,0.7745592,0
54,62,0,0.82366765,0.827679,0.7745592,0
55,63,0,0.82105315,0.8275048,0.7745592,0
56,64,0,0.8389612,0.8275048,0.7745592,0
57,65,0,0.8203495,0.8275048,0.7745592,0
58,66,0,0.66367334,0.8275048,0.7745592,0
59,67,0,0.8249518,0.8275048,0.7745592,0
60,68,0,0.7986597,0.827679,0.7745592,0
61,69,0,0.7158138,0.8285159,0.7745592,0
62,71,0,0.8446299,0.827679,0.7745592,0
63,72,0,0.8699057,0.827679,0.7745592,0
64,74,0,0.7890892,0.8275048,0.7745592,0
65,75,0,0.84414864,0.827679,0.7745592,0
66,76,0,0.838561,0.8285159,0.7745592,0
67,77,0,0.8370574,0.827679,0.7745592,0
68,78,0,0.8275048,0.827679,0.7745592,0
69,79,0,0.84964204,0.8275048,0.7745592,0
70,80,0,0.8440002,0.8275048,0.7745592,0
71,81,0,0.8532023,0.8275048,0.7745592,0
72,83,0,0.8709989,0.8275048,0.7745592,0
73,85,0,0.79207766,0.8275048,0.7745592,0
74,86,0,0.83276,0.8285159,0.7745592,0
75,88,0,0.8034556,0.8303273,0.7745592,0
76,90,0,0.8735769,0.8303273,0.7745592,0
77,91,0,0.7967911,0.8305792,0.7745592,0
78,92,0,0.86991704,0.8303273,0.7745592,0
79,93,0,0.7918203,0.8303273,0.7745592,0
80,94,0,0.8143612,0.8303273,0.7745592,0
81,95,0,0.85919064,0.8303273,0.7745592,0
82,96,0,0.8268752,0.8303273,0.7745592,0
83,98,0,0.86763686,0.8303273,0.7745592,0
84,99,0,0.8170946,0.8275048,0.7745592,0
85,100,0,0.8686507,0.8268752,0.7745592,0
86,101,0,0.8547194,0.8268752,0.7745592,0
87,102,0,0.8331306,0.8275048,0.7745592,0
88,103,0,0.85228544,0.8275048,0.7745592,0
89,104,0,0.86192787,0.8268752,0.7745592,0
90,105,0,0.85029006,0.8268752,0.7745592,0
91,106,0,0.8515174,0.8268752,0.7745592,0
92,107,0,0.7698491,0.8268752,0.7745592,0
93,108,0,0.81724167,0.8249518,0.7745592,0
94,109,0,0.8458129,0.8268752,0.7745592,0
95,110,0,0.85413194,0.8275048,0.7745592,0
96,111,0,0.70614266,0.8305792,0.7745592,0
97,112,0,0.81794244,0.8275048,0.7745592,0
98,113,0,0.85502917,0.8305792,0.7745592,0
99,114,0,0.857239,0.8305792,0.7745592,0
100,115,0,0.84648705,0.8275048,0.7745592,0
101,116,0,0.8750609,0.8268752,0.7745592,0
102,117,0,0.817126,0.8268752,0.7745592,0
103,118,0,0.8410711,0.8275048,0.7745592,0
104,119,0,0.81301004,0.8275048,0.7745592,0
105,120,0,0.8235281,0.8275048,0.7745592,0
106,121,0,0.7759314,0.8275048,0.7745592,0
107,123,0,0.84852815,0.8275048,0.7745592,0
108,124,0,0.83634484,0.8275048,0.7745592,0
109,127,0,0.82329637,0.82855815,0.7745592,0
110,128,0,0.86567664,0.82855815,0.7745592,0
111,129,0,0.8445777,0.82855815,0.7745592,0
112,130,0,0.82363164,0.82855815,0.7745592,0
113,131,0,0.8217438,0.82855815,0.7745592,0
114,132,0,0.8172108,0.82855815,0.7745592,0
115,133,0,0.8364133,0.8305792,0.7745592,0
116,134,0,0.8305792,0.82855815,0.7745592,0
117,135,0,0.78950405,0.82855815,0.7745592,0
118,136,0,0.8137002,0.82855815,0.7745592,0
119,137,0,0.7496993,0.82870674,0.7745592,0
120,138,0,0.83066225,0.82870674,0.7745592,0
121,139,0,0.8043229,0.82855815,0.7745592,0
122,140,0,0.74638593,0.8268752,0.7745592,0
123,141,0,0.80915767,0.8268752,0.7745592,0
124,143,0,0.8376758,0.82855815,0.7745592,0
125,145,0,0.83635557,0.82855815,0.7745592,0
126,146,0,0.7599583,0.82855815,0.7745592,0
127,147,0,0.83891475,0.8268752,0.7745592,0
128,148,0,0.7700779,0.8268752,0.7745592,0
129,149,0,0.81686884,0.8268752,0.7745592,0
130,150,0,0.8445753,0.8268752,0.7745592,0
131,152,0,0.7724531,0.8268752,0.7745592,0
132,153,0,0.7138597,0.82392395,0.7745592,0
133,154,0,0.8180364,0.82363164,0.7745592,0
134,155,0,0.8055113,0.8235281,0.7745592,0
135,156,0,0.791849,0.8235281,0.7745592,0
136,157,0,0.79013443,0.82329637,0.7745592,0
137,158,0,0.87464947,0.82300985,0.7745592,0
138,159,0,0.8387405,0.82300985,0.7745592,0
139,160,0,0.5589975,0.82300985,0.7745592,0
140,161,0,0.846148,0.82300985,0.7745592,0
141,162,0,0.8601022,0.82286894,0.7745592,0
142,163,0,0.82286894,0.82286894,0.7745592,0
143,164,0,0.75338125,0.82286894,0.7745592,0
144,166,0,0.84018886,0.82286894,0.7745592,0
145,167,0,0.8599832,0.8219198,0.7745592,0
146,168,0,0.8340194,0.8219198,0.7745592,0
147,169,0,0.82059765,0.8219198,0.7745592,0
148,171,0,0.8703083,0.82286894,0.7745592,0
149,172,0,0.70560265,0.8219198,0.7745592,0
150,173,0,0.8174531,0.8217438,0.7745592,0
